country_code,year,indicator_name,indicator_code,rule_of_law_estimate,gdp_growth,gdp_constant_2015_usd,life_expectancy,country,period,log_gdp
KEN,2007,Rule of Law: Estimate,RL.EST,-0.971304595470428,6.85072976998784,49824229272.6978,59.407,Kenya,2006-2015,24.63176723423918
KEN,2008,Rule of Law: Estimate,RL.EST,-0.999996304512024,0.232282744812977,49939962360.0343,59.955,Kenya,2006-2015,24.634087368093997
KEN,2009,Rule of Law: Estimate,RL.EST,-1.02264547348022,3.30693981631089,51591446859.569,60.483,Kenya,2006-2015,24.66662173715898
KEN,2010,Rule of Law: Estimate,RL.EST,-0.953961968421936,8.05847360290906,55748929986.1062,60.915,Kenya,2006-2015,24.74412405402812
KEN,2011,Rule of Law: Estimate,RL.EST,-0.912996649742126,5.1211061197056,58603891851.295,61.283,Kenya,2006-2015,24.7940669451687
KEN,2012,Rule of Law: Estimate,RL.EST,-0.831432938575745,4.56867961444982,61281315911.5794,61.537,Kenya,2006-2015,24.838740835901117
KEN,2013,Rule of Law: Estimate,RL.EST,-0.715259850025177,3.7978483925754,63608687382.8764,61.729,Kenya,2006-2015,24.87601589203475
KEN,2014,Rule of Law: Estimate,RL.EST,-0.412037432193756,5.02011100232484,66801914096.6185,61.99,Kenya,2006-2015,24.924997571219485
KEN,2015,Rule of Law: Estimate,RL.EST,-0.507376968860626,4.96772112759767,70120446896.8359,62.279,Kenya,2006-2015,24.973480270293965
MEX,1996,Rule of Law: Estimate,RL.EST,-0.726646363735199,6.21829715869302,769266848274.163,71.088,Mexico,1996-2005,27.36870375311757
MEX,1998,Rule of Law: Estimate,RL.EST,-0.532132267951965,6.18507893082885,875650385843.31,71.792,Mexico,1996-2005,27.49823274530144
MEX,2000,Rule of Law: Estimate,RL.EST,-0.42650955915451,5.02928399378261,945027051117.631,72.562,Mexico,1996-2005,27.574479389551755
MEX,2002,Rule of Law: Estimate,RL.EST,-0.349208414554596,-0.236588001922641,938540700989.319,73.106,Mexico,1996-2005,27.567592060161875
MEX,2003,Rule of Law: Estimate,RL.EST,-0.377902716398239,1.18554486709559,949667522095.5,73.308,Mexico,1996-2005,27.579377783543265
MEX,2004,Rule of Law: Estimate,RL.EST,-0.409910470247269,3.56544100946846,983527357381.896,73.432,Mexico,1996-2005,27.614411290740357
MEX,2005,Rule of Law: Estimate,RL.EST,-0.382989525794983,2.11324712586392,1004311720993.85,73.627,Mexico,1996-2005,27.63532356808697
MEX,2006,Rule of Law: Estimate,RL.EST,-0.472546279430389,4.80501352746852,1052569035045.56,73.746,Mexico,2006-2015,27.68225499184414
MEX,2007,Rule of Law: Estimate,RL.EST,-0.542932212352753,2.07786393438754,1074439987409.3,73.796,Mexico,2006-2015,27.70282069982594
MEX,2008,Rule of Law: Estimate,RL.EST,-0.689283549785614,0.943331863036903,1084575522159.75,73.695,Mexico,2006-2015,27.71220980255707
MEX,2009,Rule of Law: Estimate,RL.EST,-0.56286883354187,-6.29525055780502,1016298775551.17,73.628,Mexico,2006-2015,27.647188492278985
MEX,2010,Rule of Law: Estimate,RL.EST,-0.552031338214874,4.9713345832195,1066822388048.98,73.718,Mexico,2006-2015,27.695705615206712
MEX,2011,Rule of Law: Estimate,RL.EST,-0.549887716770172,3.44404505794418,1103564231781.62,73.921,Mexico,2006-2015,27.729566268272848
MEX,2012,Rule of Law: Estimate,RL.EST,-0.53518009185791,3.55321075993527,1142776194808.08,74.128,Mexico,2006-2015,27.76448167650161
MEX,2013,Rule of Law: Estimate,RL.EST,-0.549416422843933,0.852101559410627,1152513808584.62,74.289,Mexico,2006-2015,27.772966593163762
MEX,2014,Rule of Law: Estimate,RL.EST,-0.406688004732132,2.50376350288664,1181370028689.69,74.404,Mexico,2006-2015,27.79769592218141
MEX,2015,Rule of Law: Estimate,RL.EST,-0.454765856266022,2.70232342550646,1213294467716.88,74.431,Mexico,2006-2015,27.824360476294576
NGA,1996,Rule of Law: Estimate,RL.EST,-1.28972291946411,4.19592404660108,161088358074.459,45.833,Nigeria,1996-2005,25.80521885930678
NGA,1998,Rule of Law: Estimate,RL.EST,-1.18912124633789,2.58125410192937,170099910681.03,46.148,Nigeria,1996-2005,25.859651811251265
NGA,2000,Rule of Law: Estimate,RL.EST,-1.16092002391815,5.01593475931152,179675448843.374,47.143,Nigeria,1996-2005,25.91441799838253
NGA,2002,Rule of Law: Estimate,RL.EST,-1.4958997964859,15.3291557409559,219480696548.007,48.02,Nigeria,1996-2005,26.11453012276076
NGA,2003,Rule of Law: Estimate,RL.EST,-1.51251006126404,7.34719496799492,235606371240.502,48.618,Nigeria,1996-2005,26.18542833097493
NGA,2004,Rule of Law: Estimate,RL.EST,-1.4396630525589,9.2505582291798,257401275803.762,49.148,Nigeria,1996-2005,26.273902088598724
NGA,2005,Rule of Law: Estimate,RL.EST,-1.35421597957611,6.43851652538348,273974099482.935,49.538,Nigeria,1996-2005,26.336299411431938
NGA,2006,Rule of Law: Estimate,RL.EST,-1.07539594173431,6.05942803202906,290575362867.503,49.876,Nigeria,2006-2015,26.395128804266605
NGA,2007,Rule of Law: Estimate,RL.EST,-1.06105268001556,6.59113036068679,309727563830.139,50.381,Nigeria,2006-2015,26.458958921676935
NGA,2008,Rule of Law: Estimate,RL.EST,-1.03830480575562,6.76447277780228,330679000570.779,50.748,Nigeria,2006-2015,26.524413954980787
NGA,2009,Rule of Law: Estimate,RL.EST,-1.15610778331757,8.03692510099023,357255424171.356,51.08,Nigeria,2006-2015,26.601716836765984
NGA,2010,Rule of Law: Estimate,RL.EST,-1.1588362455368,8.00565591628701,385856064172.786,51.315,Nigeria,2006-2015,26.678730246126122
NGA,2011,Rule of Law: Estimate,RL.EST,-1.1788387298584,5.30792420289453,406337011591.35,51.49,Nigeria,2006-2015,26.730448730035295
NGA,2012,Rule of Law: Estimate,RL.EST,-1.13882875442505,4.23006117493223,423525315758.055,51.688,Nigeria,2006-2015,26.771879126720762
NGA,2013,Rule of Law: Estimate,RL.EST,-1.12051975727081,6.67133539306167,451780110046.799,51.827,Nigeria,2006-2015,26.83646141621044
NGA,2014,Rule of Law: Estimate,RL.EST,-1.05607903003693,6.30971865525431,480286163931.15,51.94,Nigeria,2006-2015,26.89764793806328
NGA,2015,Rule of Law: Estimate,RL.EST,-0.983265340328217,2.65269329543001,493026682800.63,51.939,Nigeria,2006-2015,26.923829132852337
USA,1996,Rule of Law: Estimate,RL.EST,1.5002189874649,3.77277269119453,11469635349338.5,76.0268292682927,United States,1996-2005,30.07072425487645
USA,1998,Rule of Law: Estimate,RL.EST,1.56696021556854,4.48313335374613,12516770844481.1,76.5804878048781,United States,1996-2005,30.158090528563598
USA,2000,Rule of Law: Estimate,RL.EST,1.56463289260864,4.07758575682804,13650948362520.0,76.6365853658537,United States,1996-2005,30.244830112253787
USA,2002,Rule of Law: Estimate,RL.EST,1.51690554618835,1.70044732643726,14015733659783.6,76.9365853658537,United States,1996-2005,30.2712016473581
USA,2003,Rule of Law: Estimate,RL.EST,1.55444955825806,2.79560596320081,14407558345762.9,77.0365853658537,United States,1996-2005,30.298774069928914
USA,2004,Rule of Law: Estimate,RL.EST,1.41830444335938,3.84777169556921,14961928297813.8,77.4878048780488,United States,1996-2005,30.336529977081074
USA,2005,Rule of Law: Estimate,RL.EST,1.5282701253891,3.48354993555606,15483134541390.2,77.4878048780488,United States,1996-2005,30.370772453345737
USA,2006,Rule of Law: Estimate,RL.EST,1.59266018867493,2.78453963650701,15914268559668.9,77.6878048780488,United States,2006-2015,30.398237216427617
USA,2007,Rule of Law: Estimate,RL.EST,1.61114573478699,2.00385829784946,16233167950743.9,77.9878048780488,United States,2006-2015,30.4180776694579
USA,2008,Rule of Law: Estimate,RL.EST,1.62871420383453,0.113587249881704,16251606759787.8,78.0390243902439,United States,2006-2015,30.419212897341637
USA,2009,Rule of Law: Estimate,RL.EST,1.59132015705109,-2.57650022958367,15832884074310.8,78.390243902439,United States,2006-2015,30.393110163644423
USA,2010,Rule of Law: Estimate,RL.EST,1.63102221488953,2.69519257744442,16259610790677.0,78.5414634146342,United States,2006-2015,30.419705283148996
USA,2011,Rule of Law: Estimate,RL.EST,1.59098601341248,1.56440685763506,16513977256911.2,78.6414634146341,United States,2006-2015,30.435228244722353
USA,2012,Rule of Law: Estimate,RL.EST,1.62034177780151,2.28911338669843,16892000920975.5,78.7414634146342,United States,2006-2015,30.457861307521643
USA,2013,Rule of Law: Estimate,RL.EST,1.54942762851715,2.11783009790057,17249744800617.5,78.7414634146342,United States,2006-2015,30.47881846512938
USA,2014,Rule of Law: Estimate,RL.EST,1.60697412490845,2.52381981363968,17685097277697.8,78.8414634146341,United States,2006-2015,30.5037434391475
USA,2015,Rule of Law: Estimate,RL.EST,1.56301236152649,2.94555045484053,18206020741000.0,78.690243902439,United States,2006-2015,30.532773465250806
ZAF,1996,Rule of Law: Estimate,RL.EST,0.0879291966557503,4.29999999726792,201497130113.101,61.079,South Africa,1996-2005,26.029040975616837
ZAF,1998,Rule of Law: Estimate,RL.EST,0.157686293125153,0.50000000034143,207769735777.192,59.912,South Africa,1996-2005,26.05969626389412
ZAF,2000,Rule of Law: Estimate,RL.EST,0.148772299289703,4.20000000067826,221691970228.101,58.368,South Africa,1996-2005,26.124554733824347
ZAF,2002,Rule of Law: Estimate,RL.EST,0.0273917205631733,3.70037440406668,236102579035.79,55.58,South Africa,1996-2005,26.187532204467374
ZAF,2003,Rule of Law: Estimate,RL.EST,0.0375992655754089,2.94907546754213,243065422272.369,54.245,South Africa,1996-2005,26.21659647151006
ZAF,2004,Rule of Law: Estimate,RL.EST,0.0045162658207118,4.55455990721774,254135982543.496,53.963,South Africa,1996-2005,26.261135325053058
ZAF,2005,Rule of Law: Estimate,RL.EST,-0.0119512537494302,5.27705197295467,267546870424.295,53.914,South Africa,1996-2005,26.31256060447327
ZAF,2006,Rule of Law: Estimate,RL.EST,0.181309819221497,5.60380645895889,282539679229.874,54.22,South Africa,2006-2015,26.367084835120565
ZAF,2007,Rule of Law: Estimate,RL.EST,0.0002555813989602,5.36047405394162,297685145427.081,54.948,South Africa,2006-2015,26.419302205930396
ZAF,2008,Rule of Law: Estimate,RL.EST,0.0054177613928914,3.1910438863288,307184409060.741,55.982,South Africa,2006-2015,26.450714085176614
ZAF,2009,Rule of Law: Estimate,RL.EST,0.0724230706691742,-1.53808913525583,302459639039.778,57.413,South Africa,2006-2015,26.435213680853554
ZAF,2010,Rule of Law: Estimate,RL.EST,0.0977494567632675,3.03973288127956,311653604140.269,58.886,South Africa,2006-2015,26.46515816483926
ZAF,2011,Rule of Law: Estimate,RL.EST,0.129662588238716,3.16855627858818,321528523981.702,60.602,South Africa,2006-2015,26.496352098249066
ZAF,2012,Rule of Law: Estimate,RL.EST,0.0844441577792168,2.39623238465745,329233094599.263,61.737,South Africa,2006-2015,26.52003183107092
ZAF,2013,Rule of Law: Estimate,RL.EST,0.135300785303116,2.48546800826588,337416077838.151,62.388,South Africa,2006-2015,26.544582658081076
ZAF,2014,Rule of Law: Estimate,RL.EST,0.155199274420738,1.41382645223793,342186555600.731,63.184,South Africa,2006-2015,26.558621909499248
ZAF,2015,Rule of Law: Estimate,RL.EST,0.0157780386507511,1.32186223678229,346709790458.563,64.053,South Africa,2006-2015,26.57175392823078
